date,year,quarter_num,quarter,month_num,month_name,month_short,year_month,year_quarter,week_of_year,day_of_month,day_of_week_num,day_of_week,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end
2021-11-17,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,46,17,3,Wednesday,False,False,False,False,False,False
2021-11-18,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,46,18,4,Thursday,False,False,False,False,False,False
2021-11-19,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,46,19,5,Friday,False,False,False,False,False,False
2021-11-22,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,47,22,1,Monday,False,False,False,False,False,False
2021-11-23,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,47,23,2,Tuesday,False,False,False,False,False,False
2021-11-24,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,47,24,3,Wednesday,False,False,False,False,False,False
2021-11-26,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,47,26,5,Friday,False,False,False,False,False,False
2021-11-29,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,48,29,1,Monday,False,False,False,False,False,False
2021-11-30,2021,4,Q4,11,November,Nov,2021-11,2021-Q4,48,30,2,Tuesday,False,True,False,False,False,False
2021-12-01,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,48,1,3,Wednesday,True,False,False,False,False,False
2021-12-02,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,48,2,4,Thursday,False,False,False,False,False,False
2021-12-03,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,48,3,5,Friday,False,False,False,False,False,False
2021-12-06,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,49,6,1,Monday,False,False,False,False,False,False
2021-12-07,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,49,7,2,Tuesday,False,False,False,False,False,False
2021-12-08,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,49,8,3,Wednesday,False,False,False,False,False,False
2021-12-09,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,49,9,4,Thursday,False,False,False,False,False,False
2021-12-10,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,49,10,5,Friday,False,False,False,False,False,False
2021-12-13,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,50,13,1,Monday,False,False,False,False,False,False
2021-12-14,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,50,14,2,Tuesday,False,False,False,False,False,False
2021-12-15,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,50,15,3,Wednesday,False,False,False,False,False,False
2021-12-16,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,50,16,4,Thursday,False,False,False,False,False,False
2021-12-17,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,50,17,5,Friday,False,False,False,False,False,False
2021-12-20,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,51,20,1,Monday,False,False,False,False,False,False
2021-12-21,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,51,21,2,Tuesday,False,False,False,False,False,False
2021-12-22,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,51,22,3,Wednesday,False,False,False,False,False,False
2021-12-23,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,51,23,4,Thursday,False,False,False,False,False,False
2021-12-27,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,52,27,1,Monday,False,False,False,False,False,False
2021-12-28,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,52,28,2,Tuesday,False,False,False,False,False,False
2021-12-29,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,52,29,3,Wednesday,False,False,False,False,False,False
2021-12-30,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,52,30,4,Thursday,False,False,False,False,False,False
2021-12-31,2021,4,Q4,12,December,Dec,2021-12,2021-Q4,52,31,5,Friday,False,True,False,True,False,True
2022-01-03,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,1,3,1,Monday,False,False,False,False,False,False
2022-01-04,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,1,4,2,Tuesday,False,False,False,False,False,False
2022-01-05,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,1,5,3,Wednesday,False,False,False,False,False,False
2022-01-06,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,1,6,4,Thursday,False,False,False,False,False,False
2022-01-07,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,1,7,5,Friday,False,False,False,False,False,False
2022-01-10,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,2,10,1,Monday,False,False,False,False,False,False
2022-01-11,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,2,11,2,Tuesday,False,False,False,False,False,False
2022-01-12,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,2,12,3,Wednesday,False,False,False,False,False,False
2022-01-13,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,2,13,4,Thursday,False,False,False,False,False,False
2022-01-14,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,2,14,5,Friday,False,False,False,False,False,False
2022-01-18,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,3,18,2,Tuesday,False,False,False,False,False,False
2022-01-19,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,3,19,3,Wednesday,False,False,False,False,False,False
2022-01-20,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,3,20,4,Thursday,False,False,False,False,False,False
2022-01-21,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,3,21,5,Friday,False,False,False,False,False,False
2022-01-24,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,4,24,1,Monday,False,False,False,False,False,False
2022-01-25,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,4,25,2,Tuesday,False,False,False,False,False,False
2022-01-26,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,4,26,3,Wednesday,False,False,False,False,False,False
2022-01-27,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,4,27,4,Thursday,False,False,False,False,False,False
2022-01-28,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,4,28,5,Friday,False,False,False,False,False,False
2022-01-31,2022,1,Q1,1,January,Jan,2022-01,2022-Q1,5,31,1,Monday,False,True,False,False,False,False
2022-02-01,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,5,1,2,Tuesday,True,False,False,False,False,False
2022-02-02,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,5,2,3,Wednesday,False,False,False,False,False,False
2022-02-03,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,5,3,4,Thursday,False,False,False,False,False,False
2022-02-04,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,5,4,5,Friday,False,False,False,False,False,False
2022-02-07,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,6,7,1,Monday,False,False,False,False,False,False
2022-02-08,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,6,8,2,Tuesday,False,False,False,False,False,False
2022-02-09,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,6,9,3,Wednesday,False,False,False,False,False,False
2022-02-10,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,6,10,4,Thursday,False,False,False,False,False,False
2022-02-11,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,6,11,5,Friday,False,False,False,False,False,False
2022-02-14,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,7,14,1,Monday,False,False,False,False,False,False
2022-02-15,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,7,15,2,Tuesday,False,False,False,False,False,False
2022-02-16,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,7,16,3,Wednesday,False,False,False,False,False,False
2022-02-17,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,7,17,4,Thursday,False,False,False,False,False,False
2022-02-18,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,7,18,5,Friday,False,False,False,False,False,False
2022-02-22,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,8,22,2,Tuesday,False,False,False,False,False,False
2022-02-23,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,8,23,3,Wednesday,False,False,False,False,False,False
2022-02-24,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,8,24,4,Thursday,False,False,False,False,False,False
2022-02-25,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,8,25,5,Friday,False,False,False,False,False,False
2022-02-28,2022,1,Q1,2,February,Feb,2022-02,2022-Q1,9,28,1,Monday,False,True,False,False,False,False
2022-03-01,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,9,1,2,Tuesday,True,False,False,False,False,False
2022-03-02,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,9,2,3,Wednesday,False,False,False,False,False,False
2022-03-03,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,9,3,4,Thursday,False,False,False,False,False,False
2022-03-04,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,9,4,5,Friday,False,False,False,False,False,False
2022-03-07,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,10,7,1,Monday,False,False,False,False,False,False
2022-03-08,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,10,8,2,Tuesday,False,False,False,False,False,False
2022-03-09,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,10,9,3,Wednesday,False,False,False,False,False,False
2022-03-10,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,10,10,4,Thursday,False,False,False,False,False,False
2022-03-11,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,10,11,5,Friday,False,False,False,False,False,False
2022-03-14,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,11,14,1,Monday,False,False,False,False,False,False
2022-03-15,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,11,15,2,Tuesday,False,False,False,False,False,False
2022-03-16,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,11,16,3,Wednesday,False,False,False,False,False,False
2022-03-17,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,11,17,4,Thursday,False,False,False,False,False,False
2022-03-18,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,11,18,5,Friday,False,False,False,False,False,False
2022-03-21,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,12,21,1,Monday,False,False,False,False,False,False
2022-03-22,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,12,22,2,Tuesday,False,False,False,False,False,False
2022-03-23,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,12,23,3,Wednesday,False,False,False,False,False,False
2022-03-24,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,12,24,4,Thursday,False,False,False,False,False,False
2022-03-25,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,12,25,5,Friday,False,False,False,False,False,False
2022-03-28,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,13,28,1,Monday,False,False,False,False,False,False
2022-03-29,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,13,29,2,Tuesday,False,False,False,False,False,False
2022-03-30,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,13,30,3,Wednesday,False,False,False,False,False,False
2022-03-31,2022,1,Q1,3,March,Mar,2022-03,2022-Q1,13,31,4,Thursday,False,True,False,True,False,False
2022-04-01,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,13,1,5,Friday,True,False,True,False,False,False
2022-04-04,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,14,4,1,Monday,False,False,False,False,False,False
2022-04-05,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,14,5,2,Tuesday,False,False,False,False,False,False
2022-04-06,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,14,6,3,Wednesday,False,False,False,False,False,False
2022-04-07,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,14,7,4,Thursday,False,False,False,False,False,False
2022-04-08,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,14,8,5,Friday,False,False,False,False,False,False
2022-04-11,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,15,11,1,Monday,False,False,False,False,False,False
2022-04-12,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,15,12,2,Tuesday,False,False,False,False,False,False
2022-04-13,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,15,13,3,Wednesday,False,False,False,False,False,False
2022-04-14,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,15,14,4,Thursday,False,False,False,False,False,False
2022-04-18,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,16,18,1,Monday,False,False,False,False,False,False
2022-04-19,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,16,19,2,Tuesday,False,False,False,False,False,False
2022-04-20,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,16,20,3,Wednesday,False,False,False,False,False,False
2022-04-21,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,16,21,4,Thursday,False,False,False,False,False,False
2022-04-22,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,16,22,5,Friday,False,False,False,False,False,False
2022-04-25,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,17,25,1,Monday,False,False,False,False,False,False
2022-04-26,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,17,26,2,Tuesday,False,False,False,False,False,False
2022-04-27,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,17,27,3,Wednesday,False,False,False,False,False,False
2022-04-28,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,17,28,4,Thursday,False,False,False,False,False,False
2022-04-29,2022,2,Q2,4,April,Apr,2022-04,2022-Q2,17,29,5,Friday,False,False,False,False,False,False
2022-05-02,2022,2,Q2,5,May,May,2022-05,2022-Q2,18,2,1,Monday,False,False,False,False,False,False
2022-05-03,2022,2,Q2,5,May,May,2022-05,2022-Q2,18,3,2,Tuesday,False,False,False,False,False,False
2022-05-04,2022,2,Q2,5,May,May,2022-05,2022-Q2,18,4,3,Wednesday,False,False,False,False,False,False
2022-05-05,2022,2,Q2,5,May,May,2022-05,2022-Q2,18,5,4,Thursday,False,False,False,False,False,False
2022-05-06,2022,2,Q2,5,May,May,2022-05,2022-Q2,18,6,5,Friday,False,False,False,False,False,False
2022-05-09,2022,2,Q2,5,May,May,2022-05,2022-Q2,19,9,1,Monday,False,False,False,False,False,False
2022-05-10,2022,2,Q2,5,May,May,2022-05,2022-Q2,19,10,2,Tuesday,False,False,False,False,False,False
2022-05-11,2022,2,Q2,5,May,May,2022-05,2022-Q2,19,11,3,Wednesday,False,False,False,False,False,False
2022-05-12,2022,2,Q2,5,May,May,2022-05,2022-Q2,19,12,4,Thursday,False,False,False,False,False,False
2022-05-13,2022,2,Q2,5,May,May,2022-05,2022-Q2,19,13,5,Friday,False,False,False,False,False,False
2022-05-16,2022,2,Q2,5,May,May,2022-05,2022-Q2,20,16,1,Monday,False,False,False,False,False,False
2022-05-17,2022,2,Q2,5,May,May,2022-05,2022-Q2,20,17,2,Tuesday,False,False,False,False,False,False
2022-05-18,2022,2,Q2,5,May,May,2022-05,2022-Q2,20,18,3,Wednesday,False,False,False,False,False,False
2022-05-19,2022,2,Q2,5,May,May,2022-05,2022-Q2,20,19,4,Thursday,False,False,False,False,False,False
2022-05-20,2022,2,Q2,5,May,May,2022-05,2022-Q2,20,20,5,Friday,False,False,False,False,False,False
2022-05-23,2022,2,Q2,5,May,May,2022-05,2022-Q2,21,23,1,Monday,False,False,False,False,False,False
2022-05-24,2022,2,Q2,5,May,May,2022-05,2022-Q2,21,24,2,Tuesday,False,False,False,False,False,False
2022-05-25,2022,2,Q2,5,May,May,2022-05,2022-Q2,21,25,3,Wednesday,False,False,False,False,False,False
2022-05-26,2022,2,Q2,5,May,May,2022-05,2022-Q2,21,26,4,Thursday,False,False,False,False,False,False
2022-05-27,2022,2,Q2,5,May,May,2022-05,2022-Q2,21,27,5,Friday,False,False,False,False,False,False
2022-05-31,2022,2,Q2,5,May,May,2022-05,2022-Q2,22,31,2,Tuesday,False,True,False,False,False,False
2022-06-01,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,22,1,3,Wednesday,True,False,False,False,False,False
2022-06-02,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,22,2,4,Thursday,False,False,False,False,False,False
2022-06-03,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,22,3,5,Friday,False,False,False,False,False,False
2022-06-06,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,23,6,1,Monday,False,False,False,False,False,False
2022-06-07,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,23,7,2,Tuesday,False,False,False,False,False,False
2022-06-08,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,23,8,3,Wednesday,False,False,False,False,False,False
2022-06-09,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,23,9,4,Thursday,False,False,False,False,False,False
2022-06-10,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,23,10,5,Friday,False,False,False,False,False,False
2022-06-13,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,24,13,1,Monday,False,False,False,False,False,False
2022-06-14,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,24,14,2,Tuesday,False,False,False,False,False,False
2022-06-15,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,24,15,3,Wednesday,False,False,False,False,False,False
2022-06-16,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,24,16,4,Thursday,False,False,False,False,False,False
2022-06-17,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,24,17,5,Friday,False,False,False,False,False,False
2022-06-21,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,25,21,2,Tuesday,False,False,False,False,False,False
2022-06-22,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,25,22,3,Wednesday,False,False,False,False,False,False
2022-06-23,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,25,23,4,Thursday,False,False,False,False,False,False
2022-06-24,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,25,24,5,Friday,False,False,False,False,False,False
2022-06-27,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,26,27,1,Monday,False,False,False,False,False,False
2022-06-28,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,26,28,2,Tuesday,False,False,False,False,False,False
2022-06-29,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,26,29,3,Wednesday,False,False,False,False,False,False
2022-06-30,2022,2,Q2,6,June,Jun,2022-06,2022-Q2,26,30,4,Thursday,False,True,False,True,False,False
2022-07-01,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,26,1,5,Friday,True,False,True,False,False,False
2022-07-05,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,27,5,2,Tuesday,False,False,False,False,False,False
2022-07-06,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,27,6,3,Wednesday,False,False,False,False,False,False
2022-07-07,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,27,7,4,Thursday,False,False,False,False,False,False
2022-07-08,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,27,8,5,Friday,False,False,False,False,False,False
2022-07-11,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,28,11,1,Monday,False,False,False,False,False,False
2022-07-12,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,28,12,2,Tuesday,False,False,False,False,False,False
2022-07-13,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,28,13,3,Wednesday,False,False,False,False,False,False
2022-07-14,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,28,14,4,Thursday,False,False,False,False,False,False
2022-07-15,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,28,15,5,Friday,False,False,False,False,False,False
2022-07-18,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,29,18,1,Monday,False,False,False,False,False,False
2022-07-19,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,29,19,2,Tuesday,False,False,False,False,False,False
2022-07-20,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,29,20,3,Wednesday,False,False,False,False,False,False
2022-07-21,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,29,21,4,Thursday,False,False,False,False,False,False
2022-07-22,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,29,22,5,Friday,False,False,False,False,False,False
2022-07-25,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,30,25,1,Monday,False,False,False,False,False,False
2022-07-26,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,30,26,2,Tuesday,False,False,False,False,False,False
2022-07-27,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,30,27,3,Wednesday,False,False,False,False,False,False
2022-07-28,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,30,28,4,Thursday,False,False,False,False,False,False
2022-07-29,2022,3,Q3,7,July,Jul,2022-07,2022-Q3,30,29,5,Friday,False,False,False,False,False,False
2022-08-01,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,31,1,1,Monday,True,False,False,False,False,False
2022-08-02,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,31,2,2,Tuesday,False,False,False,False,False,False
2022-08-03,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,31,3,3,Wednesday,False,False,False,False,False,False
2022-08-04,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,31,4,4,Thursday,False,False,False,False,False,False
2022-08-05,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,31,5,5,Friday,False,False,False,False,False,False
2022-08-08,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,32,8,1,Monday,False,False,False,False,False,False
2022-08-09,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,32,9,2,Tuesday,False,False,False,False,False,False
2022-08-10,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,32,10,3,Wednesday,False,False,False,False,False,False
2022-08-11,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,32,11,4,Thursday,False,False,False,False,False,False
2022-08-12,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,32,12,5,Friday,False,False,False,False,False,False
2022-08-15,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,33,15,1,Monday,False,False,False,False,False,False
2022-08-16,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,33,16,2,Tuesday,False,False,False,False,False,False
2022-08-17,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,33,17,3,Wednesday,False,False,False,False,False,False
2022-08-18,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,33,18,4,Thursday,False,False,False,False,False,False
2022-08-19,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,33,19,5,Friday,False,False,False,False,False,False
2022-08-22,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,34,22,1,Monday,False,False,False,False,False,False
2022-08-23,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,34,23,2,Tuesday,False,False,False,False,False,False
2022-08-24,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,34,24,3,Wednesday,False,False,False,False,False,False
2022-08-25,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,34,25,4,Thursday,False,False,False,False,False,False
2022-08-26,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,34,26,5,Friday,False,False,False,False,False,False
2022-08-29,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,35,29,1,Monday,False,False,False,False,False,False
2022-08-30,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,35,30,2,Tuesday,False,False,False,False,False,False
2022-08-31,2022,3,Q3,8,August,Aug,2022-08,2022-Q3,35,31,3,Wednesday,False,True,False,False,False,False
2022-09-01,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,35,1,4,Thursday,True,False,False,False,False,False
2022-09-02,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,35,2,5,Friday,False,False,False,False,False,False
2022-09-06,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,36,6,2,Tuesday,False,False,False,False,False,False
2022-09-07,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,36,7,3,Wednesday,False,False,False,False,False,False
2022-09-08,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,36,8,4,Thursday,False,False,False,False,False,False
2022-09-09,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,36,9,5,Friday,False,False,False,False,False,False
2022-09-12,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,37,12,1,Monday,False,False,False,False,False,False
2022-09-13,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,37,13,2,Tuesday,False,False,False,False,False,False
2022-09-14,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,37,14,3,Wednesday,False,False,False,False,False,False
2022-09-15,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,37,15,4,Thursday,False,False,False,False,False,False
2022-09-16,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,37,16,5,Friday,False,False,False,False,False,False
2022-09-19,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,38,19,1,Monday,False,False,False,False,False,False
2022-09-20,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,38,20,2,Tuesday,False,False,False,False,False,False
2022-09-21,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,38,21,3,Wednesday,False,False,False,False,False,False
2022-09-22,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,38,22,4,Thursday,False,False,False,False,False,False
2022-09-23,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,38,23,5,Friday,False,False,False,False,False,False
2022-09-26,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,39,26,1,Monday,False,False,False,False,False,False
2022-09-27,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,39,27,2,Tuesday,False,False,False,False,False,False
2022-09-28,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,39,28,3,Wednesday,False,False,False,False,False,False
2022-09-29,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,39,29,4,Thursday,False,False,False,False,False,False
2022-09-30,2022,3,Q3,9,September,Sep,2022-09,2022-Q3,39,30,5,Friday,False,True,False,True,False,False
2022-10-03,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,40,3,1,Monday,False,False,False,False,False,False
2022-10-04,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,40,4,2,Tuesday,False,False,False,False,False,False
2022-10-05,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,40,5,3,Wednesday,False,False,False,False,False,False
2022-10-06,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,40,6,4,Thursday,False,False,False,False,False,False
2022-10-07,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,40,7,5,Friday,False,False,False,False,False,False
2022-10-10,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,41,10,1,Monday,False,False,False,False,False,False
2022-10-11,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,41,11,2,Tuesday,False,False,False,False,False,False
2022-10-12,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,41,12,3,Wednesday,False,False,False,False,False,False
2022-10-13,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,41,13,4,Thursday,False,False,False,False,False,False
2022-10-14,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,41,14,5,Friday,False,False,False,False,False,False
2022-10-17,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,42,17,1,Monday,False,False,False,False,False,False
2022-10-18,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,42,18,2,Tuesday,False,False,False,False,False,False
2022-10-19,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,42,19,3,Wednesday,False,False,False,False,False,False
2022-10-20,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,42,20,4,Thursday,False,False,False,False,False,False
2022-10-21,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,42,21,5,Friday,False,False,False,False,False,False
2022-10-24,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,43,24,1,Monday,False,False,False,False,False,False
2022-10-25,2022,4,Q4,10,October,Oct,2022-10,2022-Q4,43,25,2,Tuesday,False,False,False,False,False,False
