scenario_type,strategy,parameter_value,metric_name,metric_value
top_k,ML_Full_EW,2.114795827423721,N_Days,1536.0
top_k,ML_Full_EW,2.114795827423721,Sharpe,0.6114703279912965
top_k,ML_Full_EW,2.114795827423721,Sortino,0.8274121771860472
top_k,ML_Full_EW,2.114795827423721,Std_Daily_Ret,0.0207495776282382
top_k,ML_Full_EW,2.114795827423721,Tail_Ratio,1.036397327774632
top_k,ML_Full_EW,2.114795827423721,VaR_95,-0.0317249832689683
top_k,ML_Full_EW,2.114795827423721,Win_Rate,0.533203125
top_k,ML_Full_EW,2.114795827423721,cost_bps,
top_k,ML_Full_EW,2.114795827423721,rebalance_days,
top_k,ML_Full_EW,2.114795827423721,top_k,15.0
top_k,ML_Full_EW,2.3720929383341405,Avg_Daily_Ret,0.0011096904300235
top_k,ML_Full_EW,2.3720929383341405,CAGR,0.2199670448117081
top_k,ML_Full_EW,2.3720929383341405,Calmar,0.557637775390275
top_k,ML_Full_EW,2.3720929383341405,MDD_Duration,605.0
top_k,ML_Full_EW,2.3720929383341405,Max_Drawdown,-0.3944622378886713
top_k,ML_Full_EW,2.3720929383341405,N_Days,1536.0
top_k,ML_Full_EW,2.3720929383341405,Sharpe,0.5993736542669909
top_k,ML_Full_EW,2.3720929383341405,Sortino,0.8572055901788516
top_k,ML_Full_EW,2.3720929383341405,Std_Daily_Ret,0.0252679182369199
top_k,ML_Full_EW,2.3720929383341405,Tail_Ratio,1.008520298988418
top_k,ML_Full_EW,2.3720929383341405,VaR_95,-0.0384969143790733
top_k,ML_Full_EW,2.3720929383341405,Win_Rate,0.5234375
top_k,ML_Full_EW,2.3720929383341405,cost_bps,
top_k,ML_Full_EW,2.3720929383341405,rebalance_days,
top_k,ML_Full_EW,2.3720929383341405,top_k,3.0
top_k,ML_Full_EW,3.639489974350613,Avg_Daily_Ret,0.0012509248713317
top_k,ML_Full_EW,3.639489974350613,CAGR,0.2853280845715578
top_k,ML_Full_EW,3.639489974350613,Calmar,0.7266020167339445
top_k,ML_Full_EW,3.639489974350613,MDD_Duration,304.0
top_k,ML_Full_EW,3.639489974350613,Max_Drawdown,-0.3926882640019352
top_k,ML_Full_EW,3.639489974350613,N_Days,1536.0
top_k,ML_Full_EW,3.639489974350613,Sharpe,0.7737619546621729
top_k,ML_Full_EW,3.639489974350613,Sortino,1.0704569945226017
top_k,ML_Full_EW,3.639489974350613,Std_Daily_Ret,0.0224706728395882
top_k,ML_Full_EW,3.639489974350613,Tail_Ratio,1.0713085505182367
top_k,ML_Full_EW,3.639489974350613,VaR_95,-0.0321945475110378
top_k,ML_Full_EW,3.639489974350613,Win_Rate,0.53515625
top_k,ML_Full_EW,3.639489974350613,cost_bps,
top_k,ML_Full_EW,3.639489974350613,rebalance_days,
top_k,ML_Full_EW,3.639489974350613,top_k,8.0
top_k,ML_Full_EW,3.644483377508597,Avg_Daily_Ret,0.0012835297223312
top_k,ML_Full_EW,3.644483377508597,CAGR,0.2855542605566574
top_k,ML_Full_EW,3.644483377508597,Calmar,0.6083401950328561
top_k,ML_Full_EW,3.644483377508597,MDD_Duration,348.0
top_k,ML_Full_EW,3.644483377508597,Max_Drawdown,-0.4693989693402305
top_k,ML_Full_EW,3.644483377508597,N_Days,1536.0
top_k,ML_Full_EW,3.644483377508597,Sharpe,0.7517498039782472
top_k,ML_Full_EW,3.644483377508597,Sortino,1.0168225147792072
top_k,ML_Full_EW,3.644483377508597,Std_Daily_Ret,0.0238171498121544
top_k,ML_Full_EW,3.644483377508597,Tail_Ratio,1.0458393733048252
top_k,ML_Full_EW,3.644483377508597,VaR_95,-0.0355646923280995
top_k,ML_Full_EW,3.644483377508597,Win_Rate,0.5377604166666666
top_k,ML_Full_EW,3.644483377508597,cost_bps,
top_k,ML_Full_EW,3.644483377508597,rebalance_days,
top_k,ML_Full_EW,3.644483377508597,top_k,5.0
top_k,ML_Full_EW,4.798389133661765,Avg_Daily_Ret,0.001381521229163
top_k,ML_Full_EW,4.798389133661765,CAGR,0.3330718749249652
top_k,ML_Full_EW,4.798389133661765,Calmar,0.8850737169310801
top_k,ML_Full_EW,4.798389133661765,MDD_Duration,291.0
top_k,ML_Full_EW,4.798389133661765,Max_Drawdown,-0.376321055018857
top_k,ML_Full_EW,4.798389133661765,N_Days,1536.0
top_k,ML_Full_EW,4.798389133661765,Sharpe,0.8931452092437729
top_k,ML_Full_EW,4.798389133661765,Sortino,1.2395425218037783
top_k,ML_Full_EW,4.798389133661765,Std_Daily_Ret,0.0217882875564259
top_k,ML_Full_EW,4.798389133661765,Tail_Ratio,1.07523942096707
top_k,ML_Full_EW,4.798389133661765,VaR_95,-0.0325441394472671
top_k,ML_Full_EW,4.798389133661765,Win_Rate,0.537109375
top_k,ML_Full_EW,4.798389133661765,cost_bps,
top_k,ML_Full_EW,4.798389133661765,rebalance_days,
top_k,ML_Full_EW,4.798389133661765,top_k,10.0
