rebalance_date,signal_date,entry_date,holdings,n_holdings,n_sold,n_bought,turnover_est,cost,exposure,regime_scale,defense_scale,vol_scale,dd_scale,estimated_vol,regime_score,breadth_gate,benchmark_trend_gate,anchor_used,skipped_no_hold_dates
2022-05-19,2022-05-19,2022-05-20,"['NVDA', 'MELI', 'TSLA', 'INTU', 'AMD', 'LULU', 'AMZN', 'LRCX', 'CRM', 'CDNS']",10,2,2,0.3822255502136311,0.00045867066025635724,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-06-03,2022-06-03,2022-06-06,"['NVDA', 'MELI', 'TSLA', 'JD', 'INTU', 'CDNS', 'AMZN', 'LULU', 'LRCX', 'AMD']",10,1,1,0.17899362842938432,0.00021479235411526117,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-06-17,2022-06-17,2022-06-21,"['MELI', 'NVDA', 'AMD', 'TSLA', 'WBD', 'MU', 'AMAT', 'META', 'ILMN', 'LRCX']",10,5,5,0.5181517707286649,0.0006217821248743978,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-07-05,2022-07-05,2022-07-06,"['NVDA', 'AMD', 'MELI', 'NFLX', 'TSLA', 'WBD', 'AMAT', 'LRCX', 'META', 'ILMN']",10,1,1,0.19168968276178333,0.00023002761931413998,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-07-19,2022-07-19,2022-07-20,"['ODFL', 'CDNS', 'DXCM', 'FAST', 'EA', 'PCAR', 'GOOGL', 'TSLA', 'CRM', 'META']",10,8,8,0.8710898445856773,0.0010453078135028127,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-08-02,2022-08-02,2022-08-03,"['CHTR', 'CMCSA', 'SNPS', 'SBUX', 'PCAR', 'TMUS', 'EA', 'AMGN', 'CDNS', 'GOOGL']",10,6,6,0.6972517756720922,0.0008367021308065105,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-08-16,2022-08-16,2022-08-17,"['BIIB', 'TMUS', 'GOOGL', 'VRTX', 'INTU', 'SNPS', 'CHTR', 'AMGN', 'SBUX', 'CDNS']",10,3,3,0.47594942587981715,0.0005711393110557805,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-08-30,2022-08-30,2022-08-31,"['NVDA', 'NFLX', 'TSLA', 'GOOGL', 'AMZN', 'CRM', 'CDNS', 'DXCM', 'AMAT', 'INTU']",10,7,7,0.7645909505879979,0.0009175091407055974,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-09-14,2022-09-14,2022-09-15,"['NVDA', 'AMD', 'AMZN', 'MELI', 'NFLX', 'META', 'AMAT', 'MU', 'GOOGL', 'INTU']",10,4,4,0.4401531689656988,0.0005281838027588385,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-09-28,2022-09-28,2022-09-29,"['AMD', 'NVDA', 'AMZN', 'MELI', 'LRCX', 'META', 'AMAT', 'GOOGL', 'INTU', 'NFLX']",10,1,1,0.11991790159360852,0.0001439014819123302,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-10-12,2022-10-12,2022-10-13,"['AMD', 'NVDA', 'LRCX', 'AMAT', 'MELI', 'PYPL', 'META', 'AMZN', 'INTU', 'NFLX']",10,1,1,0.16627481477288025,0.0001995297777274563,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-10-26,2022-10-26,2022-10-27,"['AMD', 'NVDA', 'AMZN', 'TSLA', 'AAPL', 'MCHP', 'MSFT', 'IDXX', 'MELI', 'INTU']",10,5,5,0.5506989711960408,0.0006608387654352489,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-11-09,2022-11-09,2022-11-10,"['TSLA', 'WBD', 'AMD', 'AMZN', 'QCOM', 'NVDA', 'AAPL', 'INTU', 'MSFT', 'MELI']",10,2,2,0.3418791091208984,0.00041025493094507806,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-11-23,2022-11-23,2022-11-25,"['MSFT', 'IDXX', 'AAPL', 'FTNT', 'QCOM', 'AMZN', 'TSLA', 'INTU', 'AMD', 'NVDA']",10,2,2,0.8865277782680935,0.001063833333921712,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-12-08,2022-12-08,2022-12-09,"['AAPL', 'AMZN', 'TSLA', 'IDXX', 'ODFL', 'AMD', 'META', 'INTC', 'EBAY', 'MSFT']",10,4,4,0.6989277532509289,0.0008387133039011146,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2022-12-22,2022-12-22,2022-12-23,"['AMD', 'NVDA', 'AMZN', 'TSLA', 'AAPL', 'META', 'EBAY', 'INTC', 'MSFT', 'IDXX']",10,1,1,0.2809051008363312,0.0003370861210035974,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-01-24,2023-01-24,2023-01-25,"['AMAT', 'KLAC', 'EBAY', 'LRCX', 'CTAS', 'ROST', 'KHC', 'ODFL', 'XEL', 'NVDA']",10,8,8,0.9116043137391887,0.0010939251764870263,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
